Country,Year,State,Type of Region,Month,Peak demand MW,Peak demand met MW,Peak Demand Not Met MW,Peak demand not met %
India,FY-2020,Haryana,Northern Region,Mar-21,7018,7018,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Mar-21,1806,1806,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Mar-21,1638.52122,1526.84585,111.68,7.00%
India,FY-2020,Karnataka,Southern Region,Mar-21,14366.655,14366.655,0,0.00%
India,FY-2020,Kerala,Southern Region,Mar-21,4275.315,4269.435,5.88,0.00%
India,FY-2020,Lakshadweep,Southern Region,Mar-21,10.701,10.701,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Mar-21,13072.97,13072.97,0,0.00%
India,FY-2020,Maharashtra,Western Region,Mar-21,25575.50685,25513,62.51,0.00%
India,FY-2020,Manipur,North East Region,Mar-21,216,216,0,0.00%
India,FY-2020,Meghalaya,North East Region,Mar-21,348,348,0,0.00%
India,FY-2020,Mizoram,North East Region,Mar-21,109,109,0,0.00%
India,FY-2020,NagalAnd,North East Region,Mar-21,150.245,149,1.25,1.00%
India,FY-2020,Odisha,Eastern Region,Mar-21,4983.677619,4983.677619,0,0.00%
India,FY-2020,Puducherry,Southern Region,Mar-21,428.828308,428.828308,0,0.00%
India,FY-2020,Punjab,Northern Region,Mar-21,7440,7440,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Mar-21,14040,14040,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Mar-21,119.616981,119.616981,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Mar-21,16263.347,16263.347,0,0.00%
India,FY-2020,Telangana,Southern Region,Mar-21,13688,13688,0,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Mar-21,1244.98835,1243,1.99,0.00%
India,FY-2020,Tripura,North East Region,Mar-21,256,256,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Mar-21,18593,18593,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Mar-21,2068,2068,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Mar-21,8845.689315,8845.689315,0,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Feb-21,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Feb-21,10457,10457,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Feb-21,155.717,144,11.72,8.00%
India,FY-2020,Assam,North East Region,Feb-21,1485,1485,0,0.00%
India,FY-2020,Bihar,Eastern Region,Feb-21,5008.706866,5008.706866,0,0.00%
India,FY-2020,ChAndigarh,Northern Region,Feb-21,281,281,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Feb-21,4513,4513,0,0.00%
India,FY-2020,Delhi,Northern Region,Feb-21,4486,4486,0,0.00%
India,FY-2020,Goa,Western Region,Feb-21,582.75,582.75,0,0.00%
India,FY-2020,Gujarat,Western Region,Feb-21,17304.1044,17292,12.1,0.00%
India,FY-2020,Haryana,Northern Region,Feb-21,7317,7317,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Feb-21,1867,1867,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Feb-21,1631.52281,1416.20509,215.32,13.00%
India,FY-2020,Karnataka,Southern Region,Feb-21,13440.5775,13432,8.58,0.00%
India,FY-2020,Kerala,Southern Region,Feb-21,4199.5733,3914.4903,285.08,7.00%
India,FY-2020,Lakshadweep,Southern Region,Feb-21,9.824,9.824,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Feb-21,14983.44,14983.44,0,0.00%
India,FY-2020,Maharashtra,Western Region,Feb-21,24122.30185,24097,25.3,0.00%
India,FY-2020,Manipur,North East Region,Feb-21,231.277,231,0.28,0.00%
India,FY-2020,Meghalaya,North East Region,Feb-21,377,377,0,0.00%
India,FY-2020,Mizoram,North East Region,Feb-21,132,132,0,0.00%
India,FY-2020,NagalAnd,North East Region,Feb-21,152.053,149,3.05,2.00%
India,FY-2020,Odisha,Eastern Region,Feb-21,4819.002739,4803.032655,15.97,0.00%
India,FY-2020,Puducherry,Southern Region,Feb-21,396.48351,396.32251,0.16,0.00%
India,FY-2020,Punjab,Northern Region,Feb-21,7118,7118,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Feb-21,14441,14441,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Feb-21,117.413125,117.413125,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Feb-21,15003.6887,15003.6887,0,0.00%
India,FY-2020,Telangana,Southern Region,Feb-21,13452,13452,0,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Feb-21,1223.7468,1221,2.75,0.00%
India,FY-2020,Tripura,North East Region,Feb-21,241,241,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Feb-21,18308,18308,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Feb-21,2340,2340,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Feb-21,7016.101205,7007.516997,8.58,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Jan-21,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Jan-21,9977,9977,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Jan-21,149.232,149,0.23,0.00%
India,FY-2020,Assam,North East Region,Jan-21,1461,1461,0,0.00%
India,FY-2020,Bihar,Eastern Region,Jan-21,5231.358184,5152.926129,78.43,1.00%
India,FY-2020,ChAndigarh,Northern Region,Jan-21,285,285,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Jan-21,4448,4448,0,0.00%
India,FY-2020,Delhi,Northern Region,Jan-21,5021,5021,0,0.00%
India,FY-2020,Goa,Western Region,Jan-21,577.25,577.25,0,0.00%
India,FY-2020,Gujarat,Western Region,Jan-21,17323.17025,17305,18.17,0.00%
India,FY-2020,Haryana,Northern Region,Jan-21,7310,7310,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Jan-21,1932,1932,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Jan-21,1650.615056,1501.240194,149.37,9.00%
India,FY-2020,Karnataka,Southern Region,Jan-21,12795,12795,0,0.00%
India,FY-2020,Kerala,Southern Region,Jan-21,3890.6488,3731.4428,159.21,4.00%
India,FY-2020,Lakshadweep,Southern Region,Jan-21,9.991,9.991,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Jan-21,15499.58,15499.58,0,0.00%
India,FY-2020,Maharashtra,Western Region,Jan-21,24058,24058,0,0.00%
India,FY-2020,Manipur,North East Region,Jan-21,239,239,0,0.00%
India,FY-2020,Meghalaya,North East Region,Jan-21,377.581,376,1.58,0.00%
India,FY-2020,Mizoram,North East Region,Jan-21,128.192,128,0.19,0.00%
India,FY-2020,NagalAnd,North East Region,Jan-21,134,134,0,0.00%
India,FY-2020,Odisha,Eastern Region,Jan-21,4309.631339,4306.240174,3.39,0.00%
India,FY-2020,Puducherry,Southern Region,Jan-21,403.487305,403.487305,0,0.00%
India,FY-2020,Punjab,Northern Region,Jan-21,7017,7017,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Jan-21,14364,14364,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Jan-21,118.618123,118.618123,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Jan-21,13907.9491,13907.9491,0,0.00%
India,FY-2020,Telangana,Southern Region,Jan-21,13252,13252,0,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jan-21,1204.3675,1204,0.37,0.00%
India,FY-2020,Tripura,North East Region,Jan-21,228.137,228,0.14,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Jan-21,18995,18995,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Jan-21,2372,2372,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Jan-21,6775.936301,6775.936301,0,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Dec-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Dec-20,8967.4815,8934,33.48,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Dec-20,141,141,0,0.00%
India,FY-2020,Assam,North East Region,Dec-20,1437,1437,0,0.00%
India,FY-2020,Bihar,Eastern Region,Dec-20,5059.50285,4855.853397,203.65,4.00%
India,FY-2020,ChAndigarh,Northern Region,Dec-20,259,259,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Dec-20,4117.6289,4109,8.63,0.00%
India,FY-2020,Delhi,Northern Region,Dec-20,4671,4671,0,0.00%
India,FY-2020,Goa,Western Region,Dec-20,520.12,520.12,0,0.00%
India,FY-2020,Gujarat,Western Region,Dec-20,16759,16759,0,0.00%
India,FY-2020,Haryana,Northern Region,Dec-20,7068,7068,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Dec-20,1896,1896,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Dec-20,1594.887361,1500.080703,94.81,6.00%
India,FY-2020,Karnataka,Southern Region,Dec-20,12123.10917,12102,21.11,0.00%
India,FY-2020,Kerala,Southern Region,Dec-20,3806.7233,3692.7123,114.01,3.00%
India,FY-2020,Lakshadweep,Southern Region,Dec-20,8.814,8.814,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Dec-20,15755.88158,15668.14,87.74,1.00%
India,FY-2020,Maharashtra,Western Region,Dec-20,23536.5,23536.5,0,0.00%
India,FY-2020,Manipur,North East Region,Dec-20,251.851,249,2.85,1.00%
India,FY-2020,Meghalaya,North East Region,Dec-20,384,384,0,0.00%
India,FY-2020,Mizoram,North East Region,Dec-20,127.457,127,0.46,0.00%
India,FY-2020,NagalAnd,North East Region,Dec-20,154.73,150,4.73,3.00%
India,FY-2020,Odisha,Eastern Region,Dec-20,4226.221188,4224.003586,2.22,0.00%
India,FY-2020,Puducherry,Southern Region,Dec-20,365.791807,365.364807,0.43,0.00%
India,FY-2020,Punjab,Northern Region,Dec-20,6707,6707,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Dec-20,14335,14335,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Dec-20,115.14175,115.14175,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Dec-20,14004.2839,14004.2839,0,0.00%
India,FY-2020,Telangana,Southern Region,Dec-20,11336.178,11316,20.18,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Dec-20,1179.4816,1179,0.48,0.00%
India,FY-2020,Tripura,North East Region,Dec-20,239,239,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Dec-20,18185,18185,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Dec-20,2287,2287,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Dec-20,6362.402944,6354.063236,8.34,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Nov-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Nov-20,9490,9490,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Nov-20,149.03,134,15.03,10.00%
India,FY-2020,Assam,North East Region,Nov-20,1724,1724,0,0.00%
India,FY-2020,Bihar,Eastern Region,Nov-20,4590.062326,4590.062326,0,0.00%
India,FY-2020,ChAndigarh,Northern Region,Nov-20,205,205,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Nov-20,3523.3836,3516,7.38,0.00%
India,FY-2020,Delhi,Northern Region,Nov-20,3769,3769,0,0.00%
India,FY-2020,Goa,Western Region,Nov-20,542.2,542.2,0,0.00%
India,FY-2020,Gujarat,Western Region,Nov-20,16596,16596,0,0.00%
India,FY-2020,Haryana,Northern Region,Nov-20,6396,6396,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Nov-20,1737,1737,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Nov-20,1452.175814,1419.884149,32.29,2.00%
India,FY-2020,Karnataka,Southern Region,Nov-20,10900.0825,10878,22.08,0.00%
India,FY-2020,Kerala,Southern Region,Nov-20,3660.1173,3660.1173,0,0.00%
India,FY-2020,Lakshadweep,Southern Region,Nov-20,8.876,8.876,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Nov-20,14441.05,14441.05,0,0.00%
India,FY-2020,Maharashtra,Western Region,Nov-20,22903,22903,0,0.00%
India,FY-2020,Manipur,North East Region,Nov-20,230.978,227,3.98,2.00%
India,FY-2020,Meghalaya,North East Region,Nov-20,353,353,0,0.00%
India,FY-2020,Mizoram,North East Region,Nov-20,121.472,121,0.47,0.00%
India,FY-2020,NagalAnd,North East Region,Nov-20,151.215,143,8.22,5.00%
India,FY-2020,Odisha,Eastern Region,Nov-20,4608.908529,4608.908529,0,0.00%
India,FY-2020,Puducherry,Southern Region,Nov-20,404.1079517,403.592285,0.52,0.00%
India,FY-2020,Punjab,Northern Region,Nov-20,6002,6002,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Nov-20,13050,13050,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Nov-20,110.14089,110.14089,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Nov-20,15173.5934,15063.7134,109.88,1.00%
India,FY-2020,Telangana,Southern Region,Nov-20,7427,7427,0,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Nov-20,1148.1211,1148,0.12,0.00%
India,FY-2020,Tripura,North East Region,Nov-20,270.324,270,0.32,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Nov-20,15496,15496,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Nov-20,1988,1988,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Nov-20,7351.655699,7349.726396,1.93,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Oct-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Oct-20,8820,8820,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Oct-20,130.14,125,5.14,4.00%
India,FY-2020,Assam,North East Region,Oct-20,1989.384,1987,2.38,0.00%
India,FY-2020,Bihar,Eastern Region,Oct-20,5783.281135,5783.281135,0,0.00%
India,FY-2020,ChAndigarh,Northern Region,Oct-20,227,227,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Oct-20,3963,3963,0,0.00%
India,FY-2020,Delhi,Northern Region,Oct-20,4820,4820,0,0.00%
India,FY-2020,Goa,Western Region,Oct-20,545.62,545.62,0,0.00%
India,FY-2020,Gujarat,Western Region,Oct-20,17304.0543,17298,6.05,0.00%
India,FY-2020,Haryana,Northern Region,Oct-20,8500,8500,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Oct-20,1556,1556,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Oct-20,1644.185496,1512.938783,131.25,8.00%
India,FY-2020,Karnataka,Southern Region,Oct-20,9923,9923,0,0.00%
India,FY-2020,Kerala,Southern Region,Oct-20,3576.55,3576.55,0,0.00%
India,FY-2020,Lakshadweep,Southern Region,Oct-20,9.282,9.282,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Oct-20,12784,12784,0,0.00%
India,FY-2020,Maharashtra,Western Region,Oct-20,20635,20635,0,0.00%
India,FY-2020,Manipur,North East Region,Oct-20,219.77,214,5.77,3.00%
India,FY-2020,Meghalaya,North East Region,Oct-20,336,336,0,0.00%
India,FY-2020,Mizoram,North East Region,Oct-20,109.196,109,0.2,0.00%
India,FY-2020,NagalAnd,North East Region,Oct-20,159.7,155,4.7,3.00%
India,FY-2020,Odisha,Eastern Region,Oct-20,4984.26995,4972.956474,11.31,0.00%
India,FY-2020,Puducherry,Southern Region,Oct-20,412.8532243,412.794891,0.06,0.00%
India,FY-2020,Punjab,Northern Region,Oct-20,8940,8940,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Oct-20,12718,12718,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Oct-20,95.766855,95.766855,0,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Oct-20,14757.564,14741.46,16.1,0.00%
India,FY-2020,Telangana,Southern Region,Oct-20,9824.217,9791,33.22,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Oct-20,1164.1232,1164,0.12,0.00%
India,FY-2020,Tripura,North East Region,Oct-20,314,314,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Oct-20,21029,21029,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Oct-20,1917,1917,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Oct-20,8687.146616,8680.605844,6.54,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Sep-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Sep-20,9523,9523,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Sep-20,157.896,129,28.9,18.00%
India,FY-2020,Assam,North East Region,Sep-20,2072.411,1964,108.41,5.00%
India,FY-2020,Bihar,Eastern Region,Sep-20,5975.459124,5937.900955,37.56,1.00%
India,FY-2020,ChAndigarh,Northern Region,Sep-20,318,318,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Sep-20,4335,4335,0,0.00%
India,FY-2020,Delhi,Northern Region,Sep-20,6231,6231,0,0.00%
India,FY-2020,Goa,Western Region,Sep-20,541.0458333,541.0458333,0,0.00%
India,FY-2020,Gujarat,Western Region,Sep-20,15749,15749,0,0.00%
India,FY-2020,Haryana,Northern Region,Sep-20,10009,10009,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Sep-20,1552,1537,15,1.00%
India,FY-2020,JharkhAnd,Eastern Region,Sep-20,1618.989569,1522.315135,96.67,6.00%
India,FY-2020,Karnataka,Southern Region,Sep-20,9235.5275,9216,19.53,0.00%
India,FY-2020,Kerala,Southern Region,Sep-20,3374.8563,3354.3813,20.47,1.00%
India,FY-2020,Lakshadweep,Southern Region,Sep-20,9.621,9.621,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Sep-20,10263,10263,0,0.00%
India,FY-2020,Maharashtra,Western Region,Sep-20,19326.3,19326.3,0,0.00%
India,FY-2020,Manipur,North East Region,Sep-20,242.448,213,29.45,12.00%
India,FY-2020,Meghalaya,North East Region,Sep-20,334,334,0,0.00%
India,FY-2020,Mizoram,North East Region,Sep-20,108,108,0,0.00%
India,FY-2020,NagalAnd,North East Region,Sep-20,154.024,154,0.02,0.00%
India,FY-2020,Odisha,Eastern Region,Sep-20,4582.118894,4574.513765,7.61,0.00%
India,FY-2020,Puducherry,Southern Region,Sep-20,414.2393343,411.220001,3.02,1.00%
India,FY-2020,Punjab,Northern Region,Sep-20,12433,12433,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Sep-20,12742,12742,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Sep-20,91.2679086,91.013072,0.25,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Sep-20,14300.97713,14282.7318,18.25,0.00%
India,FY-2020,Telangana,Southern Region,Sep-20,11739.4,11704,35.4,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Sep-20,1124.553,1124,0.55,0.00%
India,FY-2020,Tripura,North East Region,Sep-20,316.511,315,1.51,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Sep-20,23797,23747,50,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Sep-20,2076,2076,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Sep-20,8710.761941,8677.644819,33.12,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Aug-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Aug-20,8892,8892,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Aug-20,157.163,128,29.16,19.00%
India,FY-2020,Assam,North East Region,Aug-20,1943,1943,0,0.00%
India,FY-2020,Bihar,Eastern Region,Aug-20,5995.442351,5914.95991,80.48,1.00%
India,FY-2020,ChAndigarh,Northern Region,Aug-20,343,343,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Aug-20,4484.83475,4477,7.83,0.00%
India,FY-2020,Delhi,Northern Region,Aug-20,5737,5737,0,0.00%
India,FY-2020,Goa,Western Region,Aug-20,535.5380494,532,3.54,1.00%
India,FY-2020,Gujarat,Western Region,Aug-20,14829,14829,0,0.00%
India,FY-2020,Haryana,Northern Region,Aug-20,10159,10159,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Aug-20,1456,1456,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Aug-20,1643.030945,1469.851616,173.18,11.00%
India,FY-2020,Karnataka,Southern Region,Aug-20,10578.18167,10562.41,15.77,0.00%
India,FY-2020,Kerala,Southern Region,Aug-20,3526.5745,3525.5245,1.05,0.00%
India,FY-2020,Lakshadweep,Southern Region,Aug-20,9.433,9.433,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Aug-20,10027,10027,0,0.00%
India,FY-2020,Maharashtra,Western Region,Aug-20,18111,18111,0,0.00%
India,FY-2020,Manipur,North East Region,Aug-20,200.24,200,0.24,0.00%
India,FY-2020,Meghalaya,North East Region,Aug-20,321.152,320,1.15,0.00%
India,FY-2020,Mizoram,North East Region,Aug-20,101.724,101,0.72,1.00%
India,FY-2020,NagalAnd,North East Region,Aug-20,149.357,149,0.36,0.00%
India,FY-2020,Odisha,Eastern Region,Aug-20,4492.864686,4475.633497,17.23,0.00%
India,FY-2020,Puducherry,Southern Region,Aug-20,413.0657757,412.774109,0.29,0.00%
India,FY-2020,Punjab,Northern Region,Aug-20,12815,12815,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Aug-20,12211,12211,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Aug-20,77.57223348,77.382646,0.19,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Aug-20,14212.07607,14208.0094,4.07,0.00%
India,FY-2020,Telangana,Southern Region,Aug-20,12922.337,12908,14.34,0.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Aug-20,1031.442,1030,1.44,0.00%
India,FY-2020,Tripura,North East Region,Aug-20,301,301,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Aug-20,23020,22891,129,1.00%
India,FY-2020,UttarakhAnd,Northern Region,Aug-20,1997,1997,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Aug-20,8498.327449,8480.196692,18.13,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Jul-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Jul-20,8500,8500,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Jul-20,154.804,127,27.8,18.00%
India,FY-2020,Assam,North East Region,Jul-20,1837.418,1758,79.42,4.00%
India,FY-2020,Bihar,Eastern Region,Jul-20,5912.805239,5773.587305,139.22,2.00%
India,FY-2020,ChAndigarh,Northern Region,Jul-20,383,383,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Jul-20,4576.99575,4569,8,0.00%
India,FY-2020,Delhi,Northern Region,Jul-20,6310,6310,0,0.00%
India,FY-2020,Goa,Western Region,Jul-20,450.88035,450.25,0.63,0.00%
India,FY-2020,Gujarat,Western Region,Jul-20,15741,15741,0,0.00%
India,FY-2020,Haryana,Northern Region,Jul-20,10982,10982,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Jul-20,1479,1479,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Jul-20,1431.159226,1425.918974,5.24,0.00%
India,FY-2020,Karnataka,Southern Region,Jul-20,9400.5475,9400,0.55,0.00%
India,FY-2020,Kerala,Southern Region,Jul-20,3193.3586,3191.6786,1.68,0.00%
India,FY-2020,Lakshadweep,Southern Region,Jul-20,9.458,9.458,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Jul-20,10322.4121,10290,32.41,0.00%
India,FY-2020,Maharashtra,Western Region,Jul-20,17792,17792,0,0.00%
India,FY-2020,Manipur,North East Region,Jul-20,225.296,197,28.3,13.00%
India,FY-2020,Meghalaya,North East Region,Jul-20,321.192,321,0.19,0.00%
India,FY-2020,Mizoram,North East Region,Jul-20,102.183,102,0.18,0.00%
India,FY-2020,NagalAnd,North East Region,Jul-20,147,147,0,0.00%
India,FY-2020,Odisha,Eastern Region,Jul-20,4480.458596,4474.194724,6.26,0.00%
India,FY-2020,Puducherry,Southern Region,Jul-20,387.769196,387.769196,0,0.00%
India,FY-2020,Punjab,Northern Region,Jul-20,13148,13148,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Jul-20,13079,13079,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Jul-20,86.31050051,86.031972,0.28,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Jul-20,13283.9037,13283.9037,0,0.00%
India,FY-2020,Telangana,Southern Region,Jul-20,11187.738,11177,10.74,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Apr-20,58,54,4,7.00%
India,FY-2020,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jul-20,909.36185,908,1.36,0.00%
India,FY-2020,Tripura,North East Region,Jul-20,288,288,0,0.00%
India,FY-2020,Uttar Pradesh,Northern Region,Jul-20,23419,23419,0,0.00%
India,FY-2020,UttarakhAnd,Northern Region,Jul-20,2030,2030,0,0.00%
India,FY-2020,West Bengal,Eastern Region,Jul-20,8385.80512,8362.390427,23.41,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Jun-20,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Jun-20,9442.4425,9423,19.44,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Jun-20,145.454,119,26.45,18.00%
India,FY-2020,Assam,North East Region,Jun-20,1798,1798,0,0.00%
India,FY-2020,Bihar,Eastern Region,Jun-20,5721.055984,5718.054006,3,0.00%
India,FY-2020,ChAndigarh,Northern Region,Jun-20,363,363,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Jun-20,3677.2866,3676,1.29,0.00%
India,FY-2020,Delhi,Northern Region,Jun-20,6314,6314,0,0.00%
India,FY-2020,Goa,Western Region,Jun-20,516.0819638,515,1.08,0.00%
India,FY-2020,Gujarat,Western Region,Jun-20,15924,15924,0,0.00%
India,FY-2020,Haryana,Northern Region,Jun-20,10308,10308,0,0.00%
India,FY-2020,Himachal Pradesh,Northern Region,Jun-20,1423,1423,0,0.00%
India,FY-2020,JharkhAnd,Eastern Region,Jun-20,1370.265295,1368.349606,1.92,0.00%
India,FY-2020,Karnataka,Southern Region,Jun-20,10689.10167,10670,19.1,0.00%
India,FY-2020,Kerala,Southern Region,Jun-20,3307.9858,3291.9048,16.08,0.00%
India,FY-2020,Lakshadweep,Southern Region,Jun-20,9.876,9.876,0,0.00%
India,FY-2020,Madhya Pradesh,Western Region,Jun-20,9124,9124,0,0.00%
India,FY-2020,Maharashtra,Western Region,Jun-20,19428.7977,19422,6.8,0.00%
India,FY-2020,Manipur,North East Region,Jun-20,220,201,19,9.00%
India,FY-2020,Meghalaya,North East Region,Jun-20,335,335,0,0.00%
India,FY-2020,Mizoram,North East Region,Jun-20,101,101,0,0.00%
India,FY-2020,NagalAnd,North East Region,Jun-20,150.829,143,7.83,5.00%
India,FY-2020,Odisha,Eastern Region,Jun-20,4297.267483,4292.760085,4.51,0.00%
India,FY-2020,Puducherry,Southern Region,Jun-20,414.295593,414.295593,0,0.00%
India,FY-2020,Punjab,Northern Region,Jun-20,12683,12683,0,0.00%
India,FY-2020,Rajasthan,Northern Region,Jun-20,12755,12755,0,0.00%
India,FY-2020,Sikkim,Eastern Region,Jun-20,84.45729943,84.405601,0.05,0.00%
India,FY-2020,Tamil Nadu,Southern Region,Jun-20,14590.8231,14590.8231,0,0.00%
India,FY-2020,Telangana,Southern Region,Jun-20,8742.653,8723,19.65,0.00%
