Country,Year,State,Type of Region,Month,Peak demand MW,Peak demand met MW,Peak Demand Not Met MW,Peak demand not met %
India,FY-2022,Assam,North East Region,Oct-22,2309.553,2275,34.55,1.00%
India,FY-2022,Bihar,Eastern Region,Oct-22,6491.199482,6484.391318,6.81,0.00%
India,FY-2022,ChAndigarh,Northern Region,Oct-22,260,260,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,Oct-22,4648.375675,4643.5,4.88,0.00%
India,FY-2022,Delhi,Northern Region,Oct-22,4990,4990,0,0.00%
India,FY-2022,Goa,Western Region,Oct-22,654.5,654.5,0,0.00%
India,FY-2022,Meghalaya,North East Region,Jun-22,342,342,0,0.00%
India,FY-2022,Gujarat,Western Region,Oct-22,20275.2667,20254,21.27,0.00%
India,FY-2022,Haryana,Northern Region,Oct-22,8663,8663,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,Oct-22,1771,1771,0,0.00%
India,FY-2022,JharkhAnd,Eastern Region,Oct-22,2068.01334,1854.238523,213.77,10.00%
India,FY-2022,Karnataka,Southern Region,Oct-22,10306.47833,10292,14.48,0.00%
India,FY-2022,Kerala,Southern Region,Oct-22,4338.2348,4336.4918,1.74,0.00%
India,FY-2022,Lakshadweep,Southern Region,Oct-22,10.6743,10.6743,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,Oct-22,11752.22494,11752.22494,0,0.00%
India,FY-2022,Maharashtra,Western Region,Oct-22,22513,22513,0,0.00%
India,FY-2022,Manipur,North East Region,Oct-22,202,202,0,0.00%
India,FY-2022,Meghalaya,North East Region,Oct-22,356,356,0,0.00%
India,FY-2022,Mizoram,North East Region,Oct-22,127.114,127,0.11,0.00%
India,FY-2022,NagalAnd,North East Region,Oct-22,167.804,167,0.8,0.00%
India,FY-2022,Odisha,Eastern Region,Oct-22,6062.74658,6062.74658,0,0.00%
India,FY-2022,Puducherry,Southern Region,Oct-22,428.1528147,427.812148,0.34,0.00%
India,FY-2022,Punjab,Northern Region,Oct-22,11479,11479,0,0.00%
India,FY-2022,Rajasthan,Northern Region,Oct-22,14072,14072,0,0.00%
India,FY-2022,Sikkim,Eastern Region,Oct-22,101.8769126,101.557008,0.32,0.00%
India,FY-2022,Tamil Nadu,Southern Region,Oct-22,15216.88033,15215.823,1.06,0.00%
India,FY-2022,Telangana,Southern Region,Oct-22,11847.373,11821,26.37,0.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Oct-22,1243,1243,0,0.00%
India,FY-2022,Tripura,North East Region,Oct-22,321.000381,321,0,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,Oct-22,22631,22631,0,0.00%
India,FY-2022,UttarakhAnd,Northern Region,Oct-22,2092,2092,0,0.00%
India,FY-2022,West Bengal,Eastern Region,Oct-22,9106.376469,9101.195849,5.18,0.00%
India,FY-2022,Andaman And Nicobar IslAnds,Eastern Region,Sep-22,57.5,57.5,0,0.00%
India,FY-2022,Andhra Pradesh,Southern Region,Sep-22,10920,10920,0,0.00%
India,FY-2022,Arunachal Pradesh,North East Region,Sep-22,144.475,144,0.47,0.00%
India,FY-2022,Assam,North East Region,Sep-22,2337.545,2308,29.55,1.00%
India,FY-2022,Bihar,Eastern Region,Sep-22,6820.66171,6546.192406,274.47,4.00%
India,FY-2022,ChAndigarh,Northern Region,Sep-22,374,374,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,Sep-22,4916.72025,4915,1.72,0.00%
India,FY-2022,Delhi,Northern Region,Sep-22,6687,6687,0,0.00%
India,FY-2022,Goa,Western Region,Sep-22,646.75,646.75,0,0.00%
India,FY-2022,Gujarat,Western Region,Sep-22,20341,20341,0,0.00%
India,FY-2022,Haryana,Northern Region,Sep-22,12015,12015,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,Sep-22,1748,1748,0,0.00%
India,FY-2022,JharkhAnd,Eastern Region,Sep-22,2080.546159,1796.649565,283.9,14.00%
India,FY-2022,Karnataka,Southern Region,Sep-22,11834.05417,11818,16.05,0.00%
India,FY-2022,Kerala,Southern Region,Sep-22,3864.028,3851.47,12.56,0.00%
India,FY-2022,Lakshadweep,Southern Region,Sep-22,11.06415,11.06415,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,Sep-22,10973,10973,0,0.00%
India,FY-2022,Maharashtra,Western Region,Sep-22,22573.6775,22550,23.68,0.00%
India,FY-2022,Manipur,North East Region,Sep-22,203.305,203,0.31,0.00%
India,FY-2022,Meghalaya,North East Region,Sep-22,354,354,0,0.00%
India,FY-2022,Mizoram,North East Region,Sep-22,127,127,0,0.00%
India,FY-2022,NagalAnd,North East Region,Sep-22,161.965,161,0.97,1.00%
India,FY-2022,Odisha,Eastern Region,Sep-22,6437.531412,6437.531412,0,0.00%
India,FY-2022,Puducherry,Southern Region,Sep-22,460.266691,459.951691,0.31,0.00%
India,FY-2022,Punjab,Northern Region,Sep-22,14187,14187,0,0.00%
India,FY-2022,Rajasthan,Northern Region,Sep-22,15843,15843,0,0.00%
India,FY-2022,Sikkim,Eastern Region,Sep-22,102.5883602,102.391257,0.2,0.00%
India,FY-2022,Tamil Nadu,Southern Region,Sep-22,16110.21933,16073.05,37.17,0.00%
India,FY-2022,Telangana,Southern Region,Sep-22,13191.413,13191,0.41,0.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Sep-22,1233,1233,0,0.00%
India,FY-2022,Tripura,North East Region,Sep-22,333,333,0,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,Sep-22,27369,26589,780,3.00%
India,FY-2022,UttarakhAnd,Northern Region,Sep-22,2313,2313,0,0.00%
India,FY-2022,West Bengal,Eastern Region,Sep-22,9618.777918,9613.730709,5.05,0.00%
India,FY-2022,Andaman And Nicobar IslAnds,Eastern Region,Aug-22,58,58,0,0.00%
India,FY-2022,Andhra Pradesh,Southern Region,Aug-22,11371.72,11299,72.72,1.00%
India,FY-2022,Arunachal Pradesh,North East Region,Aug-22,155,155,0,0.00%
India,FY-2022,Assam,North East Region,Aug-22,2378.851,2376,2.85,0.00%
India,FY-2022,Bihar,Eastern Region,Aug-22,7607.63942,6654.173347,953.47,13.00%
India,FY-2022,ChAndigarh,Northern Region,Aug-22,381,381,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,Aug-22,5072.5483,5069,3.55,0.00%
India,FY-2022,Delhi,Northern Region,Aug-22,6446,6446,0,0.00%
India,FY-2022,Goa,Western Region,Aug-22,621.8175875,619,2.82,0.00%
India,FY-2022,Gujarat,Western Region,Aug-22,17632,17632,0,0.00%
India,FY-2022,Haryana,Northern Region,Aug-22,12015,12015,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,Aug-22,1711,1711,0,0.00%
India,FY-2022,Mizoram,North East Region,Jun-22,118.035,118,0.03,0.00%
India,FY-2022,JharkhAnd,Eastern Region,Aug-22,2138.009555,1757.43513,380.57,18.00%
India,FY-2022,Karnataka,Southern Region,Aug-22,11274.98583,11268,6.99,0.00%
India,FY-2022,Kerala,Southern Region,Aug-22,3815.2301,3790.5761,24.65,1.00%
India,FY-2022,Lakshadweep,Southern Region,Aug-22,10.84795,10.84795,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,Aug-22,10957,10957,0,0.00%
India,FY-2022,Maharashtra,Western Region,Aug-22,24186.4623,24178,8.46,0.00%
India,FY-2022,Manipur,North East Region,Aug-22,207,207,0,0.00%
India,FY-2022,Meghalaya,North East Region,Aug-22,349,349,0,0.00%
India,FY-2022,Mizoram,North East Region,Aug-22,119,119,0,0.00%
India,FY-2022,NagalAnd,North East Region,Aug-22,162,162,0,0.00%
India,FY-2022,Odisha,Eastern Region,Aug-22,6566.401264,6391.282381,175.12,3.00%
India,FY-2022,Puducherry,Southern Region,Aug-22,456.609711,456.609711,0,0.00%
India,FY-2022,Punjab,Northern Region,Aug-22,14298,14298,0,0.00%
India,FY-2022,Rajasthan,Northern Region,Aug-22,13808,13808,0,0.00%
India,FY-2022,Sikkim,Eastern Region,Aug-22,98.08250044,97.689301,0.39,0.00%
India,FY-2022,Tamil Nadu,Southern Region,Aug-22,16410.9339,16410.9339,0,0.00%
India,FY-2022,Telangana,Southern Region,Aug-22,13695.357,13079,616.36,5.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Aug-22,1216,1216,0,0.00%
India,FY-2022,Tripura,North East Region,Aug-22,324,324,0,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,Aug-22,25437,25437,0,0.00%
India,FY-2022,UttarakhAnd,Northern Region,Aug-22,2339,2339,0,0.00%
India,FY-2022,West Bengal,Eastern Region,Aug-22,9693.536425,9689.746042,3.79,0.00%
India,FY-2022,Andaman And Nicobar IslAnds,Eastern Region,Jul-22,58,58,0,0.00%
India,FY-2022,Andhra Pradesh,Southern Region,Jul-22,9790.27,9763,27.27,0.00%
India,FY-2022,Arunachal Pradesh,North East Region,Jul-22,143,143,0,0.00%
India,FY-2022,Assam,North East Region,Jul-22,2231.200817,2231,0.2,0.00%
India,FY-2022,Bihar,Eastern Region,Jul-22,7851.518998,6630.739104,1220.78,16.00%
India,FY-2022,ChAndigarh,Northern Region,Jul-22,401,401,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,Jul-22,4831,4831,0,0.00%
India,FY-2022,Delhi,Northern Region,Jul-22,7517,7517,0,0.00%
India,FY-2022,Goa,Western Region,Jul-22,624.09025,623,1.09,0.00%
India,FY-2022,Gujarat,Western Region,Jul-22,17428,17428,0,0.00%
India,FY-2022,Haryana,Northern Region,Jul-22,12327,12327,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,Jul-22,1732,1732,0,0.00%
India,FY-2022,JharkhAnd,Eastern Region,Jul-22,2253.425544,1917.810385,335.62,15.00%
India,FY-2022,Karnataka,Southern Region,Jul-22,10884.7475,10855,29.75,0.00%
India,FY-2022,Kerala,Southern Region,Jul-22,3647.5697,3646.4987,1.07,0.00%
India,FY-2022,Lakshadweep,Southern Region,Jul-22,10.8767,10.8767,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,Jul-22,10244.18591,10237.02,7.17,0.00%
India,FY-2022,Maharashtra,Western Region,Jul-22,22539.5,22539.5,0,0.00%
India,FY-2022,Manipur,North East Region,Jul-22,201.181,201,0.18,0.00%
India,FY-2022,Meghalaya,North East Region,Jul-22,332,332,0,0.00%
India,FY-2022,Mizoram,North East Region,Jul-22,119.071,119,0.07,0.00%
India,FY-2022,NagalAnd,North East Region,Jul-22,159.095,159,0.09,0.00%
India,FY-2022,Odisha,Eastern Region,Jul-22,6258.876404,6258.876404,0,0.00%
India,FY-2022,Puducherry,Southern Region,Jul-22,478.821014,478.821014,0,0.00%
India,FY-2022,Punjab,Northern Region,Jul-22,14069,14069,0,0.00%
India,FY-2022,Rajasthan,Northern Region,Jul-22,12332,12332,0,0.00%
India,FY-2022,Sikkim,Eastern Region,Jul-22,90.87474589,90.7953,0.08,0.00%
India,FY-2022,Tamil Nadu,Southern Region,Jul-22,15989.25643,15969.1671,20.09,0.00%
India,FY-2022,Telangana,Southern Region,Jul-22,12468,12468,0,0.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jul-22,1198,1198,0,0.00%
India,FY-2022,Tripura,North East Region,Jul-22,319,319,0,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,Jul-22,25951,25951,0,0.00%
India,FY-2022,UttarakhAnd,Northern Region,Jul-22,2342,2342,0,0.00%
India,FY-2022,West Bengal,Eastern Region,Jul-22,9558.987202,9557.511815,1.48,0.00%
India,FY-2022,Andaman And Nicobar IslAnds,Eastern Region,Jun-22,58.6,58.6,0,0.00%
India,FY-2022,Andhra Pradesh,Southern Region,Jun-22,11309.2565,11248,61.26,1.00%
India,FY-2022,Arunachal Pradesh,North East Region,Jun-22,157.712,137,20.71,13.00%
India,FY-2022,Assam,North East Region,Jun-22,2141.153,2059,82.15,4.00%
India,FY-2022,Bihar,Eastern Region,Jun-22,6831.060255,6308.130791,522.93,8.00%
India,FY-2022,ChAndigarh,Northern Region,Jun-22,407,407,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,Jun-22,4685,4685,0,0.00%
India,FY-2022,Delhi,Northern Region,Jun-22,7695,7695,0,0.00%
India,FY-2022,Goa,Western Region,Jun-22,662.580575,660.5,2.08,0.00%
India,FY-2022,Gujarat,Western Region,Jun-22,21236,21236,0,0.00%
India,FY-2022,Haryana,Northern Region,Jun-22,12768,12768,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,Jun-22,1739,1739,0,0.00%
India,FY-2022,JharkhAnd,Eastern Region,Jun-22,1894.956344,1615.389954,279.57,15.00%
India,FY-2022,Karnataka,Southern Region,Jun-22,11804.78583,11781,23.79,0.00%
India,FY-2022,Kerala,Southern Region,Jun-22,3975.1872,3975.1872,0,0.00%
India,FY-2022,Lakshadweep,Southern Region,Jun-22,11.3574,11.3574,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,Jun-22,11519.93916,11479.76,40.18,0.00%
India,FY-2022,Maharashtra,Western Region,Jun-22,26971.5,26971.5,0,0.00%
India,FY-2022,NagalAnd,North East Region,Jun-22,150,150,0,0.00%
India,FY-2022,Odisha,Eastern Region,Jun-22,6426.873164,6378.318217,48.55,1.00%
India,FY-2022,Puducherry,Southern Region,Jun-22,501.1,501.1,0,0.00%
India,FY-2022,Punjab,Northern Region,Jun-22,14311,14311,0,0.00%
India,FY-2022,Rajasthan,Northern Region,Jun-22,16012,16012,0,0.00%
India,FY-2022,Sikkim,Eastern Region,Jun-22,97.621468,97.621468,0,0.00%
India,FY-2022,Tamil Nadu,Southern Region,Jun-22,16929.2947,16929.2947,0,0.00%
India,FY-2022,Telangana,Southern Region,Jun-22,9898.04,9806,92.04,1.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jun-22,1243,1243,0,0.00%
India,FY-2022,Tripura,North East Region,Jun-22,306,306,0,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,Jun-22,25456,25046,410,2.00%
India,FY-2022,UttarakhAnd,Northern Region,Jun-22,2594,2594,0,0.00%
India,FY-2022,West Bengal,Eastern Region,Jun-22,9592.065529,9563.772491,28.29,0.00%
India,FY-2022,Andaman And Nicobar IslAnds,Eastern Region,May-22,59.9,59.9,0,0.00%
India,FY-2022,Andhra Pradesh,Southern Region,May-22,11218,11218,0,0.00%
India,FY-2022,Arunachal Pradesh,North East Region,May-22,142.041,137,5.04,4.00%
India,FY-2022,Assam,North East Region,May-22,2143.902,2082,61.9,3.00%
India,FY-2022,Bihar,Eastern Region,May-22,6740.265424,6033.688221,706.58,10.00%
India,FY-2022,ChAndigarh,Northern Region,May-22,367,367,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,May-22,4975,4975,0,0.00%
India,FY-2022,Delhi,Northern Region,May-22,7070,7070,0,0.00%
India,FY-2022,Goa,Western Region,May-22,710.5,710.5,0,0.00%
India,FY-2022,Gujarat,Western Region,May-22,20769,20769,0,0.00%
India,FY-2022,Haryana,Northern Region,May-22,10052,10052,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,May-22,1644,1644,0,0.00%
India,FY-2022,JharkhAnd,Eastern Region,May-22,1836.951802,1528.465744,308.49,17.00%
India,FY-2022,Karnataka,Southern Region,May-22,12260,12260,0,0.00%
India,FY-2022,Kerala,Southern Region,May-22,4183.9414,4168.4854,15.46,0.00%
India,FY-2022,Lakshadweep,Southern Region,May-22,12.213,12.213,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,May-22,12541.08166,12479.93,61.15,0.00%
India,FY-2022,Maharashtra,Western Region,May-22,27968.5,27968.5,0,0.00%
India,FY-2022,Manipur,North East Region,May-22,196.649,195,1.65,1.00%
India,FY-2022,Meghalaya,North East Region,May-22,343,343,0,0.00%
India,FY-2022,Mizoram,North East Region,May-22,117,117,0,0.00%
India,FY-2022,NagalAnd,North East Region,May-22,145,145,0,0.00%
India,FY-2022,Odisha,Eastern Region,May-22,6313.171214,6313.171214,0,0.00%
India,FY-2022,Puducherry,Southern Region,May-22,492.90989,492.75589,0.15,0.00%
India,FY-2022,Punjab,Northern Region,May-22,10887,10887,0,0.00%
India,FY-2022,Rajasthan,Northern Region,May-22,15949,15898,51,0.00%
India,FY-2022,Sikkim,Eastern Region,May-22,105.65405,105.65405,0,0.00%
India,FY-2022,Tamil Nadu,Southern Region,May-22,16635.7728,16635.7728,0,0.00%
India,FY-2022,Telangana,Southern Region,May-22,10519,10519,0,0.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,May-22,1252.2569,1252,0.26,0.00%
India,FY-2022,Tripura,North East Region,May-22,303.091,303,0.09,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,May-22,25046,25046,0,0.00%
India,FY-2022,UttarakhAnd,Northern Region,May-22,2354,2354,0,0.00%
India,FY-2022,West Bengal,Eastern Region,May-22,8836.59217,8821.600763,14.99,0.00%
India,FY-2022,Andaman And Nicobar IslAnds,Eastern Region,Apr-22,62.3,62.3,0,0.00%
India,FY-2022,Andhra Pradesh,Southern Region,Apr-22,13166.8385,12293,873.84,7.00%
India,FY-2022,Arunachal Pradesh,North East Region,Apr-22,133,133,0,0.00%
India,FY-2022,Assam,North East Region,Apr-22,1796.5,1759,37.5,2.00%
India,FY-2022,Bihar,Eastern Region,Apr-22,6802.172712,6090.962496,711.21,10.00%
India,FY-2022,ChAndigarh,Northern Region,Apr-22,308,308,0,0.00%
India,FY-2022,Chhattisgarh,Western Region,Apr-22,5338.64275,5285,53.64,1.00%
India,FY-2022,Delhi,Northern Region,Apr-22,6197,6197,0,0.00%
India,FY-2022,Goa,Western Region,Apr-22,717.74145,713,4.74,1.00%
India,FY-2022,Gujarat,Western Region,Apr-22,21464.3207,21382,82.32,0.00%
India,FY-2022,Haryana,Northern Region,Apr-22,9320,9320,0,0.00%
India,FY-2022,Himachal Pradesh,Northern Region,Apr-22,1717,1717,0,0.00%
India,FY-2022,JharkhAnd,Eastern Region,Apr-22,2118.065431,1806.599027,311.47,15.00%
India,FY-2022,Karnataka,Southern Region,Apr-22,14724.985,14724.985,0,0.00%
India,FY-2022,Kerala,Southern Region,Apr-22,4698.6932,4369.9022,328.79,7.00%
India,FY-2022,Lakshadweep,Southern Region,Apr-22,11.689,11.689,0,0.00%
India,FY-2022,Madhya Pradesh,Western Region,Apr-22,12750.94273,12592.28,158.66,1.00%
India,FY-2022,Maharashtra,Western Region,Apr-22,30935.2883,28846,2089.29,7.00%
India,FY-2022,Manipur,North East Region,Apr-22,202,202,0,0.00%
India,FY-2022,Meghalaya,North East Region,Apr-22,359,359,0,0.00%
India,FY-2022,Mizoram,North East Region,Apr-22,118,118,0,0.00%
India,FY-2022,NagalAnd,North East Region,Apr-22,138,138,0,0.00%
India,FY-2022,Odisha,Eastern Region,Apr-22,5713.501567,5674.165647,39.34,1.00%
India,FY-2022,Puducherry,Southern Region,Apr-22,481.382507,481.382507,0,0.00%
India,FY-2022,Punjab,Northern Region,Apr-22,9889,9789,100,1.00%
India,FY-2022,Rajasthan,Northern Region,Apr-22,14291,14167,124,1.00%
India,FY-2022,Sikkim,Eastern Region,Apr-22,115.8283442,114.923323,0.91,1.00%
India,FY-2022,Tamil Nadu,Southern Region,Apr-22,17306.06773,17248.1584,57.91,0.00%
India,FY-2022,Telangana,Southern Region,Apr-22,13636,13636,0,0.00%
India,FY-2022,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Apr-22,1251.869,1250,1.87,0.00%
India,FY-2022,Tripura,North East Region,Apr-22,316.38,316,0.38,0.00%
India,FY-2022,Uttar Pradesh,Northern Region,Apr-22,21146,21146,0,0.00%
India,FY-2022,UttarakhAnd,Northern Region,Apr-22,2329,2329,0,0.00%
India,FY-2022,West Bengal,Eastern Region,Apr-22,10124.86757,9900.156668,224.71,2.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Mar-22,60.1,60.1,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Mar-22,12551.05842,12032,519.06,4.00%
India,FY-2021,Arunachal Pradesh,North East Region,Mar-22,143,143,0,0.00%
India,FY-2021,Assam,North East Region,Mar-22,1910.627,1855,55.63,3.00%
India,FY-2021,Bihar,Eastern Region,Mar-22,6001.605629,5651.046912,350.56,6.00%
India,FY-2021,ChAndigarh,Northern Region,Mar-22,220,220,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Mar-22,5019.2647,5014,5.26,0.00%
India,FY-2021,Delhi,Northern Region,Mar-22,4648,4648,0,0.00%
India,FY-2021,Goa,Western Region,Mar-22,703.2135,701.25,1.96,0.00%
India,FY-2021,Gujarat,Western Region,Mar-22,19348.28745,19301,47.29,0.00%
India,FY-2021,Haryana,Northern Region,Mar-22,7792,7792,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Mar-22,1879,1879,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Mar-22,1886.523346,1604.995784,281.53,15.00%
India,FY-2021,Karnataka,Southern Region,Mar-22,14830.215,14818,12.22,0.00%
India,FY-2021,Kerala,Southern Region,Mar-22,4374.074,4363.805,10.27,0.00%
India,FY-2021,Lakshadweep,Southern Region,Mar-22,10.701,10.701,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Mar-22,14257.18,14257.18,0,0.00%
India,FY-2021,Maharashtra,Western Region,Mar-22,28074.8336,28016,58.83,0.00%
India,FY-2021,Manipur,North East Region,Mar-22,225.068,225,0.07,0.00%
India,FY-2021,Meghalaya,North East Region,Mar-22,370.548,369,1.55,0.00%
India,FY-2021,Mizoram,North East Region,Mar-22,124,124,0,0.00%
India,FY-2021,NagalAnd,North East Region,Mar-22,149,149,0,0.00%
India,FY-2021,Odisha,Eastern Region,Mar-22,5388.941939,5369.678219,19.26,0.00%
India,FY-2021,Puducherry,Southern Region,Mar-22,468.6553403,467.001007,1.65,0.00%
India,FY-2021,Punjab,Northern Region,Mar-22,8475,8475,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Mar-22,15749,15749,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Mar-22,122.056654,122.056654,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Mar-22,16891.2249,16891.2249,0,0.00%
India,FY-2021,Telangana,Southern Region,Mar-22,14162.714,14160,2.71,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Mar-22,1256.8192,1253,3.82,0.00%
India,FY-2021,Tripura,North East Region,Mar-22,285.599,285,0.6,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Mar-22,20479,20479,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Mar-22,2162,2162,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Mar-22,8919.71186,8900.242579,19.47,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Feb-22,58.2,58.2,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Feb-22,11342,11342,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Feb-22,196.307,168,28.31,14.00%
India,FY-2021,Assam,North East Region,Feb-22,1499,1499,0,0.00%
India,FY-2021,Bihar,Eastern Region,Feb-22,5079.525034,5059.403017,20.12,0.00%
India,FY-2021,ChAndigarh,Northern Region,Feb-22,260,260,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Feb-22,4664,4664,0,0.00%
India,FY-2021,Delhi,Northern Region,Feb-22,4985,4985,0,0.00%
India,FY-2021,Goa,Western Region,Feb-22,625,625,0,0.00%
India,FY-2021,Gujarat,Western Region,Feb-22,17492.6576,17456,36.66,0.00%
India,FY-2021,Haryana,Northern Region,Feb-22,7208,7208,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Feb-22,1968,1968,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Feb-22,1763.737193,1505.46524,258.27,15.00%
India,FY-2021,Karnataka,Southern Region,Feb-22,14674,14674,0,0.00%
India,FY-2021,Kerala,Southern Region,Feb-22,4038,4038,0,0.00%
India,FY-2021,Lakshadweep,Southern Region,Feb-22,9.824,9.824,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Feb-22,15701.61,15701.61,0,0.00%
India,FY-2021,Maharashtra,Western Region,Feb-22,26316.20745,26307,9.21,0.00%
India,FY-2021,Manipur,North East Region,Feb-22,256.693,256,0.69,0.00%
India,FY-2021,Meghalaya,North East Region,Feb-22,405,405,0,0.00%
India,FY-2021,Mizoram,North East Region,Feb-22,168.893,156,12.89,8.00%
India,FY-2021,NagalAnd,North East Region,Feb-22,156.614,143,13.61,9.00%
India,FY-2021,Odisha,Eastern Region,Feb-22,5433.810636,5433.810636,0,0.00%
India,FY-2021,Puducherry,Southern Region,Feb-22,408.652893,408.652893,0,0.00%
India,FY-2021,Punjab,Northern Region,Feb-22,7076,7076,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Feb-22,15784,15784,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Feb-22,132.1650408,132.141916,0.02,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Feb-22,15989.76,15989.76,0,0.00%
India,FY-2021,Telangana,Southern Region,Feb-22,13178,13178,0,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Feb-22,1228.7178,1227,1.72,0.00%
India,FY-2021,Tripura,North East Region,Feb-22,227,227,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Feb-22,19088,19088,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Feb-22,2379,2379,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Feb-22,6545.265667,6542.975626,2.29,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Jan-22,59.7,59.7,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Jan-22,10143.0885,10122,21.09,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Jan-22,164.126,164,0.13,0.00%
India,FY-2021,Assam,North East Region,Jan-22,1505,1505,0,0.00%
India,FY-2021,Bihar,Eastern Region,Jan-22,5773.049476,5242.797592,530.25,9.00%
India,FY-2021,ChAndigarh,Northern Region,Jan-22,271,271,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Jan-22,4242,4242,0,0.00%
India,FY-2021,Delhi,Northern Region,Jan-22,5104,5104,0,0.00%
India,FY-2021,Goa,Western Region,Jan-22,609.35295,608.5,0.85,0.00%
India,FY-2021,Gujarat,Western Region,Jan-22,17680,17680,0,0.00%
India,FY-2021,Haryana,Northern Region,Jan-22,7164,7164,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Jan-22,2030,2030,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Jan-22,1850.393712,1609.816289,240.58,13.00%
India,FY-2021,Karnataka,Southern Region,Jan-22,13580.5675,13580.5675,0,0.00%
India,FY-2021,Kerala,Southern Region,Jan-22,3892.265,3889.49,2.78,0.00%
India,FY-2021,Lakshadweep,Southern Region,Jan-22,9.991,9.991,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Jan-22,15516.99,15516.99,0,0.00%
India,FY-2021,Maharashtra,Western Region,Jan-22,25559.8794,25542,17.88,0.00%
India,FY-2021,Manipur,North East Region,Jan-22,258,258,0,0.00%
India,FY-2021,Meghalaya,North East Region,Jan-22,408,408,0,0.00%
India,FY-2021,Mizoram,North East Region,Jan-22,156.06,150,6.06,4.00%
India,FY-2021,NagalAnd,North East Region,Jan-22,144.492,139,5.49,4.00%
India,FY-2021,Odisha,Eastern Region,Jan-22,5114.627153,5109.709058,4.92,0.00%
India,FY-2021,Puducherry,Southern Region,Jan-22,401.7373777,400.997711,0.74,0.00%
